,id,type,nom,arrondissement,geo_point_2d
19110,40023,bus,Gare de l'Est,10,"48.87595396714705, 2.357658139657785"
19112,23645,bus,Canal Saint-Martin,10,"48.8770958527992, 2.366043008341012"
19113,23627,bus,Reuilly - Diderot,12,"48.8470684102519, 2.3870801288242802"
19131,491741,bus,Gare du Nord,10,"48.87906591161075, 2.3543609482290924"
19138,491712,bus,Le Peletier - Haussmann,9,"48.87239326920791, 2.337974447128822"
19140,22998,bus,Matignon - Saint-Honoré,8,"48.872406187443694, 2.3147019231550727"
19142,486904,bus,Gare d'Austerlitz,5,"48.843863691546865, 2.364103589848449"
19152,25346,bus,Dufrénoy,16,"48.86623268345482, 2.2713927353330168"
19159,490848,metro,Maison Blanche,13,"48.82119024727098, 2.358986576752596"
19160,490841,metro,Maison Blanche,13,"48.82120786860701, 2.3589182598590392"
19162,24868,bus,Courcelles,8,"48.87891684011722, 2.303694444877105"
19164,27050,bus,Champ de Mars - Suffren,7,"48.85486367196568, 2.2952252191603053"
19166,23606,bus,Alésia - Général Leclerc,14,"48.82788045306252, 2.3276558686460778"
19167,25453,bus,Balard,15,"48.83568656888186, 2.278195730235791"
19168,24847,bus,Alibert,10,"48.87121313273553, 2.365841943854183"
19172,22994,bus,Pyramides - Saint-Honoré,1,"48.86435932479749, 2.332610364769236"
19175,36944,bus,Place d'Italie - Mairie du 13e,13,"48.83237381240657, 2.3547757876936197"
19176,24820,bus,Philippe de Girard,10,"48.88425894233569, 2.3617966618234627"
19177,26248,bus,Pereire - Porte Maillot,17,"48.879940193174896, 2.2880817462846568"
19178,36296,bus,Gambetta - Mairie du 20e,20,"48.86562958591001, 2.3992256248394455"
19180,34164,bus,Opéra,9,"48.872118592650374, 2.3306295364470535"
19187,8426,bus,Pyrénées - Belleville,19,"48.87418590982553, 2.385765751110675"
19188,23680,bus,Curnonsky,17,"48.88996442270089, 2.2966458173278816"
19199,23522,bus,Porte de Saint-Cloud - Michel Ange,16,"48.83894686929676, 2.25690947954479"
19204,463263,metro,Porte des Lilas,19,"48.87723143065903, 2.406522676398227"
19205,28014,bus,Navarin,9,"48.87926632157356, 2.339986909084263"
19206,26571,bus,La Tour,16,"48.860172840394775, 2.280609824129808"
19209,461387,bus,Froidevaux - Gassendi,14,"48.83613311357697, 2.3270180841877757"
19210,29972,bus,Denfert-Rochereau - Froidevaux,14,"48.8341486046765, 2.3307765374932923"
19212,26292,bus,Commandant Lamy,11,"48.85585780936801, 2.3754329076381513"
19218,40055,bus,Bibliothèque François Mitterrand,13,"48.83004526067092, 2.3769817949825867"
19219,23994,bus,Porte d'Ivry,13,"48.82090208367977, 2.3707713877203513"
19226,10077,bus,Les Alpes,13,"48.83192302173224, 2.359590234590431"
19227,22838,bus,Skanderbeg,18,"48.90006786501444, 2.3700737120109365"
19233,36556,bus,Petits Champs - Danielle Casanova,2,"48.868204495647824, 2.3335017346876157"
19236,24887,bus,Damrémont - Ordener,18,"48.89327397401165, 2.336031354797923"
19237,24888,bus,Place Jacques Froment,18,"48.89084059384753, 2.3318617887421413"
19238,29963,bus,Cauchy,15,"48.84317450669286, 2.2775606147742833"
19239,27491,bus,Procession,15,"48.83806704169449, 2.308150407798569"
19240,39458,bus,Armorique - Musée Postal,15,"48.84109173856642, 2.316462575354042"
19241,39725,bus,Porte de Montmartre,18,"48.90037906606246, 2.3344948084686514"
19242,9107,bus,Tour Eiffel,7,"48.859112693304844, 2.292864262518589"
19243,463570,bus,Javel,15,"48.845781057507246, 2.2772928292661136"
19253,491486,bus,Chaussée d'Antin,9,"48.87446766981959, 2.3325626456051376"
19276,490776,bus,Louis Blanc,10,"48.8811673443149, 2.363879907852037"
19293,474062,rail,Gare de Lyon,12,"48.843755342023066, 2.3742562293960434"
19309,473991,rail,Cité Universitaire,14,"48.82162915586677, 2.3388369408409355"
19324,473920,rail,Nation,12,"48.84822886619487, 2.395978583234571"
19326,473907,rail,Luxembourg,5,"48.845486178015825, 2.339869668847298"
19329,480170,rail,Denfert-Rochereau,14,"48.833164523592345, 2.3333230890287493"
19330,26255,bus,Anny Flore,17,"48.88069348692804, 2.284703426842843"
19331,462440,tram,Marguerite Long,17,"48.889669015107, 2.3030324129038307"
19332,491411,bus,Gare du Nord,10,"48.87962496689742, 2.3563038701720416"
19335,462532,bus,Gare de l'est,10,"48.87560281071881, 2.357580664776451"
19362,39995,bus,Porte de Champerret,17,"48.885776530580166, 2.294097710767174"
19363,462571,bus,Jouffroy d'Abbans - Malesherbes,17,"48.88522697459845, 2.3062419849092906"
19364,461397,bus,Montparnasse 2 - Gare TGV,15,"48.83881977610225, 2.3170646083774753"
19365,423950,bus,Hoche - Saint-Honoré,8,"48.87702911720267, 2.300760945923354"
19374,26263,bus,Jaurès,19,"48.882840907953984, 2.370841178124603"
19375,26719,bus,Ourcq,19,"48.88738866817765, 2.387641973199246"
19381,478513,bus,Charles de Gaulle - Etoile,8,"48.87449531318329, 2.296554765526788"
19396,29970,bus,Emile Zola - Javel,15,"48.84628263301678, 2.2814283972988214"
19399,491056,bus,La Chapelle,18,"48.88456203709981, 2.3596110882300847"
19418,484709,bus,Gare de Lyon - Van Gogh,12,"48.845081518903626, 2.371610435866622"
19427,37579,bus,Belleville - Ménilmontant,20,"48.867337134145245, 2.383079195481316"
19428,36542,bus,Barbès - Rochechouart,10,"48.88332216311507, 2.349821834022022"
19440,491065,bus,Pré-Saint-Gervais,19,"48.88017407090645, 2.397885197004404"
19441,491058,bus,La Chapelle,10,"48.88419056438072, 2.359097468550131"
19442,463626,bus,Couronnes,11,"48.86859287569407, 2.3806922843979317"
19463,27084,bus,Alésia - Maine,14,"48.828296921584986, 2.326547119682986"
19464,27077,bus,Château - Mairie du 14ème,14,"48.833915455049954, 2.324499135667963"
19473,491010,bus,Charonne - Voltaire,11,"48.855141700697516, 2.384763653684037"
19477,23785,bus,Porte de Saint-Cloud - Métro,16,"48.83735181367764, 2.256400866790873"
19491,477229,bus,Rostropovitch - Pont Teresa,17,"48.88986917510112, 2.3127673265729296"
19492,474138,bus,Choiseul,2,"48.871111843603224, 2.3355640362851284"
19497,426940,bus,Voltaire - Montreuil,11,"48.85085963840599, 2.3915735799988433"
19509,34165,bus,Opéra - Rue Halevy,9,"48.87179765804725, 2.332746825089378"
19516,28394,bus,Saint-Gilles - Chemin Vert,3,"48.857365522016394, 2.3679731353468187"
19523,25101,bus,Pierre Charron - François 1er,8,"48.86868784814781, 2.301554543049717"
19536,422525,bus,Hôtel de Ville,4,"48.85619104126969, 2.3501876524205727"
19540,40800,bus,Porte de Saint-Ouen,17,"48.89831539491402, 2.3289014012951754"
19592,463162,metro,Commerce,15,"48.84458485522643, 2.2938517084406187"
19593,463231,metro,Pont Marie (Cité des Arts),4,"48.85353209664948, 2.357430292176306"
19594,22201,metro,Saint-Sébastien - Froissart,11,"48.86098670796627, 2.367370357789606"
19595,463049,metro,Grands Boulevards,9,"48.87155880121018, 2.3432202183423976"
19596,21909,metro,Grands Boulevards,2,"48.87141461756469, 2.3431675035583868"
19597,462979,metro,Château d'Eau,10,"48.87247308910403, 2.3559014497805353"
19598,463313,metro,Strasbourg - Saint-Denis,10,"48.86966773785895, 2.3543411093711257"
19599,463218,metro,Louvre - Rivoli,1,"48.86090733424961, 2.3409964272720223"
19602,24791,bus,Réaumur - Arts et Métiers,3,"48.86569452933464, 2.3546902510736043"
19862,24676,bus,Pajol - Riquet,18,"48.889870593287526, 2.3634599069727384"
19992,36927,bus,Lecourbe,15,"48.838616416696865, 2.2944230579865286"
19993,36926,bus,Croix Nivert,15,"48.84078504397011, 2.291573270252882"
19997,41926,bus,Javel Félix Faure,15,"48.84240954251243, 2.2910061612269454"
20205,24771,bus,"88, Rue Lepic",18,"48.88731285196964, 2.336284652118417"
20218,37358,bus,Hôpital Européen Georges Pompidou,15,"48.83981598555699, 2.2724705271526724"
20226,25383,bus,Victor Hugo - Paul Valéry,16,"48.87124110269748, 2.289182235915915"
20298,41807,bus,Charonne - Keller,11,"48.85428705080597, 2.377754981334872"
20304,22322,bus,Buffon - Jardin des Plantes,5,"48.841946720380804, 2.3587994208714975"
20312,24826,bus,Avron,20,"48.85099479565374, 2.3987402181244075"
20314,36919,bus,Place d'Alleray,15,"48.8365498130314, 2.305513839561382"
20316,8177,bus,Pont de la Vallée,14,"48.82497617591532, 2.3041969274471015"
20378,39477,bus,Gare Saint-Lazare,8,"48.8755054369561, 2.323577981322187"
20379,8313,bus,Palais des Congrès,16,"48.87721629022594, 2.2807425488752053"
20419,22089,metro,Bastille,12,"48.85205429348404, 2.3687189610340886"
20420,463794,bus,Surmelin - Darcy,20,"48.87008403322695, 2.406985827384237"
20421,37080,bus,Schubert - Paganini,20,"48.85150027599744, 2.411776292096137"
20422,26545,bus,Orteaux,20,"48.855900665053646, 2.4050211205093386"
20423,26327,bus,La Réunion,20,"48.85743622495741, 2.3991565457579562"
20424,26559,bus,L'Ermitage,20,"48.871897918507216, 2.392091300129088"
20425,24849,bus,Porte de Pantin - Marseillaise,19,"48.88888835968305, 2.3978526172425805"
20426,36687,bus,Pixérécourt,19,"48.87556377828819, 2.394966235804968"
20427,30134,bus,Mathurin Moreau - Simon Bolivar,19,"48.87838245856961, 2.3746991988430772"
20429,26558,bus,Botzaris - Buttes Chaumont,19,"48.87617465603212, 2.380765744196784"
20430,24671,bus,Porte d'Aubervilliers - Oberlé,19,"48.89964908590119, 2.370815369471033"
20431,25089,bus,Wagram - Prony,17,"48.883083005778396, 2.3025341973272537"
20432,40229,bus,Wagram - Pereire,17,"48.886776451439886, 2.305143996010377"
20433,427337,bus,Nollet,17,"48.88751778363336, 2.3199171127370573"
20440,24855,bus,Jean Menans - Buttes Chaumont,19,"48.880205272521756, 2.3793406383606026"
20441,24853,bus,Jean Menans - Buttes Chaumont,19,"48.88042321813281, 2.3797471062067364"
20446,23644,bus,Godefroy Cavaignac,11,"48.85538366156546, 2.3811082376466577"
20451,461323,bus,Etang de l'Abbaye,16,"48.867126546706054, 2.233087329755703"
20472,24397,tram,Séverine,20,"48.867485275225775, 2.4088693750122006"
20473,24415,tram,Porte des Lilas,20,"48.87672140895783, 2.4070465992005334"
20474,462436,tram,Porte de Saint-Ouen,18,"48.89771656107233, 2.329563845985402"
20475,24414,tram,Porte de Bagnolet,20,"48.863384317530404, 2.4088750149543516"
20476,462445,tram,Honoré De Balzac,17,"48.896262145186, 2.3188481036182034"
20477,24127,tram,Poterne des Peupliers,13,"48.82083627813844, 2.3517178700368593"
20478,24396,tram,Porte de Vincennes,20,"48.847424626912186, 2.4096283755134"
20479,24138,tram,Porte de Charenton,12,"48.83201585562957, 2.398250736408752"
20480,24110,tram,Porte d'Ivry,13,"48.821860125767955, 2.3699562338281868"
20481,24106,tram,Porte d'Italie,13,"48.81898404540706, 2.3601577339943094"
20482,24125,tram,Montempoivre,12,"48.839884000196, 2.4088145468210156"
20483,40067,tram,Montempoivre,12,"48.83986661993504, 2.4089373676968147"
20484,24115,tram,Cité Universitaire,14,"48.82050993305188, 2.3381156583680567"
20485,24123,tram,Avenue de France,13,"48.8254890981896, 2.381149825464056"
20502,462414,tram,Porte de Clignancourt,18,"48.89807207347611, 2.3450545241806258"
20505,22159,metro,Strasbourg - Saint-Denis,2,"48.86938572397756, 2.353744768129407"
20506,22134,metro,Strasbourg - Saint-Denis,10,"48.869623582623944, 2.3544916165638337"
20507,25318,bus,Pompe - Mairie du 16e,16,"48.86383463832079, 2.2778602580804064"
20508,463294,metro,Reuilly - Diderot,12,"48.84734982783242, 2.3858367760086865"
20509,22076,metro,Reuilly - Diderot,12,"48.84723403764433, 2.3860561696733615"
20510,22366,metro,Place Monge,5,"48.84266638562919, 2.3521548685787708"
20511,462980,metro,Montparnasse Bienvenue,15,"48.84374228941322, 2.3239221100829597"
20512,22038,metro,Montparnasse Bienvenue,15,"48.84382361124077, 2.323989185205003"
20513,463237,metro,Maubert - Mutualité,5,"48.85019546605582, 2.348280413169489"
20514,463236,metro,Marx Dormoy,18,"48.890579578553634, 2.359808478084024"
20515,22052,metro,Marcadet - Poissonniers,18,"48.891452928641094, 2.349979432978202"
20518,26342,bus,Square Caulaincourt,18,"48.8895373509584, 2.3352334499612852"
20519,24769,bus,Lamarck - Caulaincourt,18,"48.889433671797526, 2.3408808752518526"
20520,463201,metro,La Motte-Picquet - Grenelle,15,"48.849671056801455, 2.2984883899236404"
20524,463145,metro,Chaussée d'Antin - La Fayette,9,"48.8732012719989, 2.3336695681124127"
20525,21932,metro,Chaussée d'Antin - La Fayette,9,"48.87288385003559, 2.334000835220775"
20526,25771,bus,Porte de Saint-Ouen - Hôpital Bichat,17,"48.89924475888362, 2.3294486815882047"
20527,34185,bus,Place du Général Catroux,17,"48.8822147050026, 2.3110001977322625"
20528,39720,bus,Jouffroy d'Abbans - Tocqueville,17,"48.886140878172, 2.310320941501316"
20529,462439,tram,Epinettes - Pouchet,17,"48.897627101904405, 2.324845527330074"
20530,463789,bus,Versailles - Exelmans,16,"48.840927672585444, 2.2645386866067607"
20531,28002,bus,Versailles - Chardon Lagache,16,"48.83990964405882, 2.262795416225245"
20532,25092,bus,Avenue Ingres,16,"48.858163105100026, 2.269529256436935"
20533,23493,bus,Pont de Grenelle - Maurice Bourdet,16,"48.8512047312311, 2.27886659692012"
20534,25513,bus,Perrichont,16,"48.8498495169857, 2.271907988295637"
20535,26088,bus,Longchamp - GoodPlanet,16,"48.86418539327454, 2.241513984208432"
20536,39327,bus,Kléber - Boissière,16,"48.867634754464135, 2.2907037340175664"
20537,420591,bus,Fondation L. Vuitton,16,"48.876131309706956, 2.2635234692118043"
20538,25450,bus,Place Balard,15,"48.83701662798422, 2.2780274443617112"
20539,29969,bus,Parc André Citroën,15,"48.840694015152515, 2.277853877258244"
20540,36923,bus,Mairie du 15e,15,"48.84068555488715, 2.3006490281203704"
20541,27087,bus,Breteuil,7,"48.84752455945425, 2.312167458344571"
20542,39479,bus,Breteuil,15,"48.84702359713306, 2.311070294209553"
20543,427582,bus,Vavin,14,"48.84224894609785, 2.3286423126313847"
20544,28007,bus,Stade Charléty - Porte de Gentilly,14,"48.81994917757285, 2.3440746064756715"
20545,24105,tram,Didot,14,"48.82588342654473, 2.3133383637096756"
20546,22965,bus,Porte d'Orléans,14,"48.823870998661825, 2.3263727352339565"
20547,24118,tram,Porte d'Orléans,14,"48.823350171182646, 2.324922053842732"
20548,26776,bus,La Tombe Issoire,14,"48.827760987986366, 2.3320163869940265"
20549,28698,bus,Hôpital Notre-Dame de Bon Secours,14,"48.827029495976575, 2.320311166688291"
20550,22193,metro,Invalides,7,"48.86109201136747, 2.3146326604445164"
20552,23623,bus,Ponscarme,13,"48.82557856343988, 2.3673096526120143"
20553,25736,bus,Patay - Tolbiac,13,"48.82729318878434, 2.3718248458892246"
20554,29979,bus,Parc Montsouris,14,"48.8243919680822, 2.335900650305887"
20555,30105,bus,Glacière - Auguste Blanqui,13,"48.83095895888208, 2.3443311332726933"
20556,25302,bus,Docteur Netter,12,"48.844802145767396, 2.404916182101176"
20557,26561,bus,Rochechouart - Martyrs,9,"48.88197462724576, 2.3402253039084684"
20558,28246,bus,Rochechouart - Clignancourt,9,"48.88320527860006, 2.3465233133642154"
20559,28998,bus,Villiers,17,"48.88158362366562, 2.317008345964289"
20560,29276,bus,Saint-Augustin,8,"48.874706703078715, 2.320697926626133"
20561,461274,bus,Palais de la Découverte,8,"48.864549921979666, 2.310702204636911"
20562,28994,bus,Monceau,17,"48.88034649153235, 2.3082977965115354"
20563,25778,bus,Lisbonne - Mairie du 8e,8,"48.877550620206804, 2.3163113180545922"
20564,25783,bus,Lisbonne - Mairie du 8e,8,"48.87751760712236, 2.3168298752700034"
20565,25085,bus,Hoche - Saint-Honoré,8,"48.87624667322704, 2.3007578161476285"
20566,23455,bus,Tour Eiffel,7,"48.86047937767712, 2.2958580338895302"
20567,34186,bus,Rue du Bac - René Char,7,"48.85663746869652, 2.3252267578786454"
20568,22638,bus,Pont Royal - Quai Voltaire,7,"48.85901490621844, 2.3289851015135814"
20569,22971,bus,École Militaire,7,"48.85439657238071, 2.306093700158619"
20570,25295,bus,Monge - Claude Bernard,5,"48.83876116925216, 2.3501324613817034"
20571,36689,bus,Luxembourg,6,"48.847501882684796, 2.340075793473293"
20572,28000,bus,Porte Saint-Martin,10,"48.86893242077165, 2.356408736287451"
20574,18205,bus,Cours de Vincennes,20,"48.8481560152952, 2.4065812624774625"
20596,22822,bus,Chapelle - Caillié,18,"48.88451538211058, 2.36435720035756"
20597,23320,bus,Champ de Mars,7,"48.855061822721304, 2.296803502140264"
20641,26781,bus,Eglise Saint-Sulpice,6,"48.851341587236824, 2.3334857459026606"
20647,462443,tram,Angélique Compoint - Porte de Montmartre,18,"48.89777357431896, 2.33819730606284"
20648,27481,bus,Poteau - Belliard,18,"48.896280356550534, 2.3381344493326197"
20650,27332,bus,Rond-Point des Champs-Élysées - Matignon,8,"48.86958167310655, 2.3114672190181738"
20661,21985,metro,Chardon Lagache,16,"48.84508829916515, 2.2669054759402893"
20662,22093,metro,Champs-Élysées - Clemenceau,8,"48.86750083757719, 2.3140166838761194"
20665,463112,metro,Bibliothèque François Mitterrand,13,"48.829925765915185, 2.3764873711683006"
20666,463093,metro,Barbès - Rochechouart,10,"48.88342517172156, 2.34974554807538"
20718,24605,bus,Chaudron - Saint Martin,10,"48.88237797795228, 2.3666195999799085"
20725,27097,bus,Daumesnil - Félix Eboue,12,"48.838918681231654, 2.393838411564772"
20726,29429,bus,Daumesnil - Félix Eboue,12,"48.83982061189665, 2.394345667198268"
20731,27106,bus,Gambetta - Japon,20,"48.864968010425244, 2.4000102462421546"
20737,23609,bus,Brancion - Vouillé,15,"48.834890426292475, 2.3047321493616137"
20740,27079,bus,Montparnasse - Alencon,6,"48.84448007293161, 2.3223864064479898"
20757,25291,bus,Berthollet - Vauquelin,5,"48.84060601875432, 2.34539516148003"
20758,25292,bus,Berthollet - Vauquelin,5,"48.8400981097906, 2.3462599159114896"
20759,37393,bus,Bassano,8,"48.87005287670265, 2.2981416454384846"
20762,26081,bus,Bagatelle - Pré Catelan,16,"48.86688552476836, 2.2489723611705146"
20763,22976,bus,Auguste Comte,6,"48.84358173343448, 2.338640205927236"
20779,36677,bus,Pelleport - Gambetta,20,"48.86890294542575, 2.400973725511186"
20780,37142,bus,Michel Debré,6,"48.8514438157256, 2.3308542357618403"
20781,29443,bus,Sébastopol - Etienne Marcel,2,"48.863559019846505, 2.3506137326427106"
20804,22932,bus,Marcadet - Poissonniers,18,"48.891616004431015, 2.3518595072885646"
20809,26787,bus,Maine - Vaugirard,15,"48.84561903921731, 2.3186515664275182"
20812,8423,bus,Château Landon,10,"48.880867177908826, 2.363242698894703"
20813,28387,bus,Château Landon,10,"48.878821765381026, 2.362504140802523"
20826,25260,bus,Bibliothèque François Mitterrand,13,"48.82990434922533, 2.377555615527642"
20835,27132,bus,Anjou - Chauveau Lagarde,8,"48.87233872675447, 2.32180585369927"
20836,28013,bus,Amiral Mouchez,13,"48.82156488691024, 2.3434958539477497"
20837,29976,bus,Alésia - René Coty,14,"48.82714726016659, 2.334857551581855"
20838,37075,bus,Albert Marquet,20,"48.857922723453896, 2.4047254379974654"
20840,28027,bus,Emile Zola - Javel,15,"48.84638915655666, 2.2811952737872323"
20950,23668,bus,République - Voltaire,11,"48.86627657978709, 2.3659974618569786"
20951,23654,bus,République - Voltaire,11,"48.86621312441759, 2.365902811483607"
20952,29412,bus,La Fayette - Saint-Quentin - Gare du Nord,10,"48.87905886502892, 2.356392678166986"
20960,24787,bus,Funiculaire,18,"48.885800422739074, 2.342522389164025"
21017,463052,metro,Alma - Marceau,16,"48.86464714789218, 2.3011043523926706"
21018,24107,tram,Alexandra David-Néel,12,"48.84368526693274, 2.4100250065154265"
21019,28682,bus,Montparnasse - Rue du Départ,14,"48.84289702566131, 2.3239467007392016"
21036,33394,bus,Porte de Vanves,14,"48.827729678306746, 2.305985503421861"
21037,478979,tram,Porte de Choisy,13,"48.8195056022126, 2.365204206144544"
21038,9136,bus,Porte de Châtillon,14,"48.823870794084996, 2.316824556400056"
21039,477233,bus,Rostropovitch - Pont Teresa,17,"48.88991499893202, 2.3129167407487983"
21041,414774,bus,Terroirs de France,12,"48.83152976715117, 2.3875352810078443"
21042,477226,bus,Berthier - Rostropovitch,17,"48.892064487827525, 2.309806039299989"
21045,22641,bus,Rennes - Saint-Placide,6,"48.84637223592756, 2.3261909000723575"
21046,27131,bus,Musée du Luxembourg,6,"48.84875947421071, 2.3333143621958365"
21047,25320,bus,Georges Mandel - Trocadéro,16,"48.86323557448125, 2.2859382047963646"
21063,460557,tram,Henri Farman,15,"48.834665033895014, 2.2713980291050855"
21073,24108,tram,Balard,15,"48.836329047190674, 2.277355761841914"
21076,24973,bus,Jourdain,20,"48.873523651475466, 2.3899182031624546"
21077,24972,bus,Jourdain,20,"48.87369898791151, 2.3890299566499573"
21078,26568,bus,Square Montholon,9,"48.876399655158274, 2.346949565699975"
21080,28527,bus,Victorien Sardou,16,"48.84308780574483, 2.2692091416540614"
21081,25532,bus,Pont de Bir-Hakeim,16,"48.85639973364428, 2.2858138185566665"
21082,39470,bus,Pont de la Tournelle - Cardinal Lemoine,5,"48.8498348733714, 2.355595282256563"
21083,28008,bus,Pont Marie,4,"48.85380692346439, 2.356690960000734"
21236,427372,bus,Gare de Lyon,12,"48.84369817523767, 2.3736437499065977"
21237,36486,bus,Stade Déjérine,20,"48.85675103679337, 2.41148531600584"
21238,24607,bus,Porte d'Aubervilliers,19,"48.899561309142385, 2.371225646344946"
21239,24775,bus,Place du Tertre - Norvins,18,"48.88652290757884, 2.3414359313237925"
21240,24673,bus,Duchesne - Bollaert,19,"48.89959358501572, 2.3739533644010002"
21241,34211,bus,Jacques Cartier,18,"48.894165032665576, 2.329705053876073"
21242,24792,bus,Église d'Auteuil,16,"48.84832100374031, 2.2704984810543616"
21243,24977,bus,Chevreul,11,"48.84897567912757, 2.3924949755084173"
21244,22800,bus,Moulin de la Galette,18,"48.887407763878834, 2.3371835106037993"
21245,413159,bus,Route des Lacs,16,"48.870756952007966, 2.2597549081688606"
21246,29153,bus,Ternes - Mac Mahon,17,"48.879007162193815, 2.294543981606026"
21247,30137,bus,Diane Arbus,18,"48.89795158636821, 2.3526672394509722"
21248,30101,bus,Amiral Mouchez - Charbonnel,13,"48.82236581355108, 2.341946666589916"
21249,8455,bus,Vandrezanne,13,"48.82816675031497, 2.356816649892675"
21250,29445,bus,Hôpital Rothschild,12,"48.84251678329753, 2.397529970129205"
21251,29424,bus,Charles Bossut,12,"48.84330995106179, 2.3837451335402697"
21252,40024,bus,Gare du Nord,10,"48.8807994410407, 2.357298390710276"
21253,39330,bus,Charles de Gaulle - Etoile - Mac Mahon,17,"48.87502557163002, 2.2949660346689655"
21254,37077,bus,Orteaux - Vitruve,20,"48.856679482327586, 2.4024908134138596"
21255,25098,bus,Passy - la Tour,16,"48.858275031261336, 2.2835800768529966"
21256,40849,bus,Grange aux Belles - Juliette Dodu,10,"48.87567127635947, 2.3687599359308784"
21257,25328,bus,Pascal,13,"48.8353932614959, 2.347694923758432"
21258,25332,bus,Pascal,13,"48.835500361051196, 2.3475437216798705"
21259,25388,bus,Michel-Ange - Auteuil,16,"48.848774714885614, 2.2638147065179397"
21260,25526,bus,Pont de Bir-Hakeim,16,"48.856818119431324, 2.2865985927745633"
21261,25749,bus,Place Balard,15,"48.83727380517564, 2.277424409844155"
21262,25747,bus,Balard - Lecourbe,15,"48.83635113080209, 2.2810203458319216"
21263,25782,bus,Jouffroy d'Abbans - Malesherbes,17,"48.88473112277035, 2.3075849915796995"
21264,23515,bus,Pont du Garigliano - Hôpital Européen Georges Pompidou,15,"48.83827357129962, 2.2702576151119866"
21265,23490,bus,Flandre,19,"48.89287059115691, 2.3781531128659283"
21266,23612,bus,Alésia - Didot,14,"48.83084187360662, 2.318558631747989"
21267,23659,bus,Gymnase Japy,11,"48.85599540904819, 2.3828863851250617"
21268,23624,bus,Regnault,13,"48.82315717131475, 2.368619367288857"
21269,35805,bus,Pont de Grenelle - Maurice Bourdet,16,"48.85093453419795, 2.2788021964541825"
21270,9122,bus,Porte de Passy,16,"48.857640794783094, 2.265011514615032"
21271,463586,bus,Goubet,19,"48.88573594938793, 2.3898023998783393"
21272,463660,bus,Plateau de Gravelle,12,"48.82011861306036, 2.445035455191316"
21273,18206,bus,Scheffer,16,"48.8611840325267, 2.2842624968846907"
21274,463435,bus,Davout - Lagny,20,"48.84937638458391, 2.4114868374163407"
21275,26276,bus,Pereire - Tocqueville,17,"48.88782742125274, 2.306480089162429"
21276,26252,bus,Pereire - Porte Maillot,17,"48.8801030337704, 2.2882431469392985"
21277,26323,bus,Faidherbe,11,"48.853884164266056, 2.381575790420756"
21278,26728,bus,Vandrezanne,13,"48.82763534905346, 2.3566733668131623"
21279,24149,bus,Parc Montsouris,14,"48.82419744527279, 2.336502446097681"
21280,36169,bus,Porte d'Ivry,13,"48.82138233761508, 2.369744085924675"
21281,24153,bus,La Sibelle,14,"48.82471124940402, 2.3383347420188074"
21282,24442,bus,Monge - Claude Bernard,5,"48.83890801739269, 2.3506756179941886"
21283,36743,bus,Oudinot,7,"48.849753784375295, 2.315095218116238"
21284,22846,bus,Saint-Sulpice,6,"48.85078083579652, 2.332920549945149"
21285,30102,bus,Saint-Jacques - Gay-Lussac,5,"48.843736085253475, 2.3421673721768164"
21286,27073,bus,El Salvador,7,"48.851045710862046, 2.3114123279601824"
21287,27071,bus,Palais Royal - Comédie Française,1,"48.8640935977165, 2.334958352428824"
21288,27124,bus,Fleurus,6,"48.846792785456564, 2.330614166606776"
21289,39464,bus,Turbigo - République,3,"48.86664573294339, 2.3610036846087135"
21290,25094,bus,La Boétie - Champs-Élysées,8,"48.87073509087138, 2.3056306496679633"
21291,40840,bus,Charles de Gaulle - Etoile,8,"48.874795115716196, 2.297068814313617"
21292,37733,bus,Saint-Sulpice,6,"48.85087884627011, 2.3327557611357514"
21293,23317,bus,RAPP - La Bourdonnais,7,"48.85742494514313, 2.299497529998177"
21294,23621,bus,Michelet,6,"48.84285677888981, 2.3344118000011798"
21295,9103,bus,Jacob,6,"48.85612266443053, 2.334474035795175"
21296,18235,bus,Champ de Mars,7,"48.854699223926055, 2.2963177553643943"
21297,28009,bus,Buffon - La Mosquée,5,"48.840870245805576, 2.3559649990362455"
21298,28262,bus,Grenier Saint-Lazare - Quartier de l'Horloge,3,"48.86286798179696, 2.35420728673122"
21299,26186,bus,Pont du Carrousel - Quai Voltaire,6,"48.85825887552931, 2.333710740989369"
21300,26308,bus,Champ de Mars - la Bourdonnais,7,"48.856522406834664, 2.3020310971991917"
21301,26358,bus,Saint-François-Xavier,7,"48.85059318616835, 2.3140484729004585"
21302,26788,bus,Cluny,5,"48.85114672950499, 2.343790934779011"
21304,22005,metro,Ourcq,19,"48.887149902823005, 2.3866765356019912"
21305,22110,metro,Rome,8,"48.882256139421415, 2.321403977919389"
21306,22114,metro,Pigalle,18,"48.882269542212605, 2.338257976509587"
21307,22116,metro,Ménilmontant,20,"48.866440166768044, 2.3835396687794894"
21309,22106,metro,Villiers,17,"48.881306447034355, 2.315716577244038"
21311,22087,metro,Châtelet,1,"48.8592247134145, 2.345760954184775"
21312,22056,metro,Falguière,15,"48.84431768352064, 2.3175512356170267"
21313,22058,metro,Convention,15,"48.8371259005073, 2.296364261434269"
21314,22060,metro,Assemblée Nationale,7,"48.86107193951243, 2.3205758366475555"
21315,22043,metro,Rue du Bac,7,"48.85587553198847, 2.325672758498516"
21316,22010,metro,Bastille,4,"48.853287478290675, 2.3689220756469886"
21317,22027,metro,Villiers,8,"48.88107318306202, 2.3158150926463774"
