,id,type,nom,arrondissement,geo_point_2d
3633,472318,rail,Paris Saint-Lazare,8,"48.8772495620443, 2.32347352060639"
3667,470634,rail,Saint-Michel Notre-Dame,5,"48.853502022463765, 2.3452467811582327"
3724,26370,bus,Porte des Lilas - Métro,20,"48.8767357456077, 2.4063101725753016"
3725,26345,bus,École Militaire,7,"48.85402090368311, 2.3048993768732173"
3726,26300,bus,La Tour-Maubourg - Saint-Dominique,7,"48.85989132678456, 2.3107093185677057"
3727,26295,bus,Grenelle - Bellechasse,7,"48.85665636895727, 2.3206197862350466"
3728,26290,bus,Esplanade des Invalides,7,"48.858417388162394, 2.314013611339464"
3729,25760,bus,Péclet,15,"48.84287479086946, 2.2982215104794785"
3733,24645,bus,Porte d'Orléans - Ernest Reyer,14,"48.82338489716172, 2.323110055045381"
3736,23597,bus,Alésia - Didot,14,"48.830617977763566, 2.3187250292966435"
3740,23323,bus,Lycée Henri IV,5,"48.846245165704914, 2.3487173548718348"
3741,23321,bus,Solferino - Bellechasse,7,"48.85777940039637, 2.323590039089357"
3742,23185,bus,Patay - Tolbiac,13,"48.82784184299052, 2.371831856740094"
3743,22823,bus,Cail - Demarquay,10,"48.882606024893995, 2.3587760667840314"
3906,488208,bus,Rue des Boulets,11,"48.85191290070928, 2.3900076861502657"
3907,28253,bus,Barbès - Rochechouart,18,"48.88489477124452, 2.349597648093083"
3908,20004,bus,Piscine des Tourelles,20,"48.87420437035013, 2.4054528263539927"
3914,25722,bus,Parc Montsouris,14,"48.824225432436386, 2.3399345489912275"
3933,23615,bus,Boucicaut,15,"48.84090174528633, 2.288505991623172"
3934,22799,bus,Place du Tertre - Norvins,18,"48.88690724107301, 2.3393718440640714"
3935,25940,bus,Custine - Mont-Cenis,18,"48.88971701208108, 2.3433457656378867"
3936,29815,bus,Glacière - Tolbiac,13,"48.82643304290825, 2.3423175943178274"
3937,26747,bus,Saint-Guillaume,7,"48.854673024816506, 2.3293408510517386"
3938,25319,bus,Alma - Marceau,16,"48.86477018045631, 2.300611966890406"
3939,27094,bus,Iéna,16,"48.8649816422923, 2.2952655465467644"
3940,37225,bus,Pont de Tolbiac,13,"48.83189976298331, 2.3790575452013933"
3941,27090,bus,Bosquet - Rapp,7,"48.862523488127316, 2.302441411747013"
3942,36673,bus,Ménilmontant - Pelleport,20,"48.871213120859515, 2.398956729720032"
3943,22829,bus,Saint-Marcel - La Pitié,13,"48.838820467030914, 2.361140446022601"
3944,29812,bus,Place d'Italie - Bobillot,13,"48.83033127346446, 2.354596731590306"
3945,23667,bus,Jean-Pierre Timbaud,11,"48.86493810623795, 2.3679903149145964"
3946,29421,bus,Ramus,20,"48.86207311861907, 2.400207153710905"
3947,8413,bus,Madeleine,8,"48.87012878195103, 2.325420077894981"
3948,30095,bus,Glacière - Auguste Blanqui,13,"48.83049762106231, 2.3438465257178773"
3950,486807,bus,Porte Maillot,16,"48.877273626056436, 2.278314757145635"
3951,463816,bus,Quai d'Austerlitz,13,"48.838709313352936, 2.3724229886336894"
3958,29501,bus,Wilson - Courcelles,17,"48.8893208811913, 2.292740415306142"
3963,27215,bus,Place Franz Liszt,10,"48.878241833213394, 2.3533076363088683"
3980,463685,bus,Bercy - Arena,12,"48.839257464315935, 2.377498418745438"
3986,29444,bus,Etienne Marcel - Montmartre,1,"48.86484820024134, 2.344586181166249"
3988,463712,bus,Ecole Normale Supérieure,5,"48.84174936366002, 2.343963755560435"
3991,24447,bus,Chaperon Vert - Lénine,14,"48.81680918288133, 2.3341041899348225"
4007,463772,bus,Place d'Italie,13,"48.83151935447728, 2.356434716346481"
4009,27336,bus,La Boétie - Percier,8,"48.87360527794594, 2.3136499763916483"
4032,463808,bus,Frères Flavien,20,"48.87484262540411, 2.4126851993354466"
4035,478417,bus,Allée de l'Espérance,16,"48.86152638653422, 2.2391673111100907"
4038,463687,bus,Nation - Philippe Auguste,11,"48.850013792786015, 2.395031221791042"
4040,36735,bus,Notre-Dame - Quai de Montebello,5,"48.85295495990259, 2.347175255081436"
4046,24488,bus,Skanderbeg,19,"48.900019858676124, 2.3712064671777418"
4047,22837,bus,Parc du Millénaire,18,"48.90120107149098, 2.370087281295254"
4051,26651,bus,André Maurois,16,"48.87819835067844, 2.279542734881572"
4052,37380,bus,Montparnasse,15,"48.84355205050254, 2.3236793109798284"
4055,463814,bus,Cité de la Mode et du Design,13,"48.84057554134942, 2.3698662497362926"
4060,488521,bus,Pixérécourt,19,"48.875932758271226, 2.3950164867458006"
4062,25415,bus,George Sand - La Fontaine,16,"48.8496551228538, 2.268054088005952"
4072,29434,bus,Rue Vieille du Temple,4,"48.85875412980822, 2.3585107973117503"
4080,463668,bus,Vacassy - Santé publique,12,"48.82164481686316, 2.4329518371262053"
4081,22247,bus,Porte de Montmartre,18,"48.900317903630345, 2.3331997158842763"
4093,36551,bus,Bastille - Beaumarchais,11,"48.85441181191989, 2.3689493444638607"
4095,24844,bus,Porte de Pantin,19,"48.88924820024477, 2.396089180179005"
4111,463600,bus,Goubet,19,"48.88462272934873, 2.390183632473312"
4112,27319,bus,Saint-Claude,11,"48.85975619474196, 2.3676715318263075"
4116,464007,bus,Glacière - Arago,13,"48.8350472690777, 2.345274237558381"
4117,26083,bus,Bagatelle - Pré Catelan,16,"48.866937770085585, 2.248698964434522"
4118,22986,bus,Château d'Eau,10,"48.87196927318439, 2.3558667798519037"
4119,22968,bus,Invalides - La Tour Maubourg,7,"48.85690596985384, 2.309235943691722"
4122,22743,bus,Oberkampf - Filles du Calvaire,11,"48.86197469975171, 2.367126638655449"
4123,463650,bus,Plateau de Gravelle,12,"48.819919053705966, 2.444669849891469"
4124,39751,bus,Alésia - Maine,14,"48.8292942085596, 2.3279645684978116"
4130,41261,bus,Place d'Italie,13,"48.83185933309496, 2.3561035710094846"
4131,22813,bus,Jouffroy d'Abbans - Villiers,17,"48.88357844621653, 2.3042184808017563"
4132,36096,bus,Picpus - Reuilly,12,"48.839540194852965, 2.3993764732901233"
4133,27075,bus,Gaîté,14,"48.838070145618026, 2.3228375997546085"
4134,37557,bus,Cité de la Mode et du Design,13,"48.840748649345734, 2.3685833933675484"
4136,424059,bus,Porte de Bagnolet - Belgrand,20,"48.8644671346341, 2.407785856003997"
4140,37262,bus,Goncourt,10,"48.86994363811281, 2.370683403701764"
4141,490736,bus,Félix Faure,15,"48.84107346455561, 2.291678352670621"
4144,463090,metro,Bourse,2,"48.8687387369561, 2.340651966808331"
4645,480964,tram,Pont du Garigliano,15,"48.83801834005916, 2.271174035081847"
4646,26565,bus,Vauvenargues,18,"48.89400444477903, 2.3331578221250573"
4652,490523,bus,Porte d'Orléans - Métro,14,"48.823472383655314, 2.3258602991451482"
4653,23026,bus,Porte d'Orléans,14,"48.822631718498705, 2.325108422284966"
4655,24731,bus,Porte de Montreuil,20,"48.8534523617851, 2.410050704241251"
4656,24832,bus,Bobillot - Tolbiac,13,"48.82518646396499, 2.351200660874863"
4657,29026,bus,Moulin des Prés,13,"48.82987145865733, 2.352722543757209"
4658,490007,bus,Gare Montparnasse,15,"48.841887415340835, 2.320362662577197"
4664,24462,bus,Place Auguste Baron,19,"48.90109719517642, 2.386457649086336"
4665,478414,bus,Les Cascades,16,"48.858290808120316, 2.255229710748216"
