,id,arrondissement,annee_financement,nombre_logement,geo_point_2d
1961,2001414,15,2009,22,"48.84235506964915, 2.284858336080952"
1962,2001419,15,2009,13,"48.84364955010584, 2.2948776522771928"
1963,2001425,11,2009,4,"48.86291867979823, 2.3861192794553188"
1964,2001429,13,2009,1,"48.82787567018624, 2.354887960383423"
1965,2001443,15,2009,17,"48.833731570280044, 2.301336726332686"
1967,2001477,15,2009,127,"48.83654354981533, 2.289429578484754"
1968,2001478,15,2009,17,"48.83421918995183, 2.2898559526418922"
1969,2001497,18,2009,2,"48.88842936973034, 2.3621002340793193"
1970,2001514,15,2009,4,"48.842895019966626, 2.3188724834281484"
1971,2001526,17,2009,1,"48.893086849635914, 2.3174053726829302"
1972,2001534,12,2009,60,"48.841902809589314, 2.3850344135008146"
1973,2001560,12,2010,35,"48.84652843022567, 2.3856415374948687"
1974,2001593,14,2010,1,"48.83222352991171, 2.329760129450487"
1975,2001606,16,2010,22,"48.864288250083476, 2.282600516280288"
1977,2001706,20,2010,1,"48.85052169016124, 2.3993893793969123"
1978,2001713,12,2010,31,"48.866317959983135, 2.3085737815385645"
1980,2001740,11,2010,25,"48.8589998498497, 2.383321669592046"
1981,2001791,19,2010,7,"48.875555120019925, 2.3981474706407315"
1982,2001796,20,2010,12,"48.868441910269055, 2.404170426632218"
1983,2001827,20,2010,18,"48.85259470998199, 2.408123767075043"
1984,2001855,2,2011,4,"48.86995081037455, 2.347939833369158"
1985,2001914,17,2011,2,"48.883426640134374, 2.2877190925612307"
1986,2001956,4,2011,93,"48.85387107010781, 2.3616739984493664"
1987,2001987,9,2011,48,"48.87544553021406, 2.342687272096008"
1988,2001999,17,2011,14,"48.89329531025007, 2.31694906621289"
1989,2002001,19,2011,12,"48.88005196961219, 2.392082499967475"
1990,2002009,20,2011,19,"48.864893280264646, 2.340371505208679"
1991,2002013,13,2011,6,"48.834450289693024, 2.367266724452973"
1992,2002024,12,2011,2,"48.8381173803079, 2.404077827114537"
1993,2002037,20,2011,59,"48.869224200250464, 2.3952687204405283"
1995,2002094,16,2012,1,"48.84675091960543, 2.261328880418615"
1997,2002117,20,2012,5,"48.85404750032055, 2.4109160034690036"
1999,2002150,14,2012,8,"48.83256963038811, 2.3358025051010465"
2000,2002156,13,2012,17,"48.82099860977131, 2.3715526784310557"
2001,2002159,17,2012,140,"48.88970598958065, 2.3135387473641087"
2002,2002163,20,2012,56,"48.8537300196048, 2.4065118680520303"
2003,2002176,18,2012,3,"48.897518229885534, 2.3329074086344836"
2004,2002179,19,2012,131,"48.88670908967034, 2.3858021453839515"
2005,2002216,17,2012,63,"48.89139063019216, 2.315050854135834"
2006,2002225,2,2012,13,"48.86719803001002, 2.3449758153615434"
2007,2002233,4,2012,1,"48.85321860995926, 2.366475696336182"
2008,2002239,13,2012,1,"48.83058422962807, 2.3680585385538486"
2009,2002264,15,2013,11,"48.846447579789725, 2.3099246525606687"
2010,2002319,10,2013,1,"48.87391279027565, 2.362114655405272"
2012,2002380,12,2013,5,"48.849556399819775, 2.3806653260749524"
2013,2002403,19,2013,221,"48.88227636976113, 2.374819960374167"
2014,2002532,5,2014,33,"48.84362331973436, 2.341816837659607"
2015,2002586,20,2014,10,"48.856323569880125, 2.4043758430488307"
2016,2002695,10,2015,1,"48.87163001038487, 2.3569513276652274"
2017,2002748,14,2015,29,"48.82829441012337, 2.3326576296686623"
2018,2002754,19,2015,13,"48.88739989028559, 2.3896073054697085"
2019,2002760,11,2015,2,"48.8550610800348, 2.3731005515989234"
2020,2002773,11,2015,12,"48.8653515198386, 2.3681732774804494"
2021,2002783,14,2015,14,"48.83405195957125, 2.32263241064633"
2022,2002807,3,2015,4,"48.86432043962723, 2.363077667514311"
2023,2002818,10,2015,15,"48.87207468022761, 2.3562096640353114"
2024,2002833,15,2015,28,"48.85303682031264, 2.2876398436131424"
2025,2002853,20,2015,6,"48.8681603400034, 2.3872665274626383"
2026,2002864,18,2015,44,"48.88717579996863, 2.359975475379899"
2029,2002911,20,2016,115,"48.84814299975003, 2.4040748550770146"
2030,2002930,20,2016,6,"48.87205997968966, 2.3965235576685737"
2031,2002932,10,2016,7,"48.874925840388656, 2.370956966564833"
2032,2002943,11,2016,1,"48.860328689615606, 2.380319226579649"
2033,2002945,12,2016,139,"48.832924380077635, 2.3995973642179433"
2034,2003002,19,2016,2,"48.89419946994809, 2.3838309166789773"
2035,2003013,9,2016,1,"48.883503610290106, 2.3281597443420115"
2036,2003019,12,2016,1,"48.847085870015015, 2.3858582284118057"
2037,2003028,18,2016,6,"48.89330826978512, 2.361716438488291"
2039,2003046,1,2016,17,"48.864708760055734, 2.3446186471168495"
2041,2003140,19,2017,20,"48.87705660033465, 2.404706918296157"
2042,2003158,17,2017,18,"48.89346376016463, 2.3257256984408565"
2043,2003171,18,2017,7,"48.896770549658626, 2.3432036445520326"
2044,2003180,13,2017,12,"48.826544260375556, 2.368907101235874"
2045,2003193,18,2017,63,"48.89246749957479, 2.359600172574629"
2047,2003261,17,2017,14,"48.88387528042051, 2.2931095385905467"
2048,2003273,5,2018,24,"48.837648659845456, 2.3538947060541284"
2049,2003278,9,2018,2,"48.878171290128236, 2.3454548700112836"
2050,2003288,15,2018,1,"48.83209808009668, 2.2902201225098215"
2051,2003325,15,2018,17,"48.84125167019843, 2.2921379813078886"
2052,2003357,20,2018,17,"48.8661186996657, 2.398885297634607"
2053,2003381,15,2018,287,"48.83046277994688, 2.292521063573937"
2054,2003395,10,2018,12,"48.88088346992753, 2.359833327060215"
2055,2003400,13,2018,9,"48.83256671978615, 2.359019396249975"
2056,2003440,12,2018,27,"48.83367658975654, 2.4022921244018636"
2057,2003455,13,2018,60,"48.819360779868944, 2.3608078703740283"
2058,2003459,13,2018,116,"48.82996382995753, 2.3590817234334636"
2059,2003544,15,2019,1,"48.84301178996061, 2.295330551469278"
2060,2003568,20,2019,1,"48.86827833968889, 2.400826045230782"
2061,2003570,13,2019,1,"48.827039819948176, 2.363239556332637"
2062,2003767,20,2019,2,"48.86901740031486, 2.3913712705809727"
2063,2003601,19,2020,4,"48.883172349880724, 2.394531286539913"
2064,2003617,20,2020,3,"48.85414467958029, 2.3996977373344843"
2065,2003688,18,2020,1,"48.88779613992543, 2.346579940362829"
2068,2003739,17,2020,30,"48.88860908002025, 2.305899142594002"
2069,2003958,18,2021,59,"48.89357080986253, 2.3645561004968747"
2070,CPE11,20,2021,12,"48.87303312992314, 2.3980223483833067"
2071,CPE21,11,2021,20,"48.85390517019425, 2.386333230397503"
2072,CPE30,20,2021,39,"48.87060969968986, 2.4080408235190243"
2074,2003981,1,2022,14,"48.86645186014269, 2.3320137816248407"
2075,2003986,15,2022,1,"48.848465919910474, 2.2894075374538105"
2076,2003995,15,2022,14,"48.841837480316364, 2.2888076133496518"
2077,2004037,17,2022,5,"48.885007569784946, 2.3155489063011117"
2079,2004049,19,2022,1,"48.87744283028864, 2.406170060377514"
2080,2004058,18,2022,39,"48.89821425999394, 2.3447925891568766"
2081,2004077,4,2023,10,"48.85873387997758, 2.3506736535876263"
2082,2004086,14,2023,10,"48.83307524962144, 2.324989790393048"
2083,2004144,20,2023,1,"48.86799782015573, 2.4103997050322437"
2085,2004181,18,2023,13,"48.88620844969606, 2.3619732331562857"
2086,CPE91,15,2023,2,"48.828709520027, 2.3016986355534317"
2087,CPE95,12,2023,87,"48.83473523003455, 2.38673746507952"
2089,2000005,11,2001,5,"48.85521974015515, 2.3871336614539893"
2090,2000021,15,2001,2,"48.83693225035609, 2.3004003195033293"
2091,2000031,20,2001,52,"48.855876709798366, 2.40493697433607"
2093,2000053,19,2001,314,"48.878686969651156, 2.3928425380342655"
2095,2000180,11,2002,27,"48.856374990293446, 2.3821877263802707"
2096,2000228,15,2003,28,"48.844064620178486, 2.309343017497777"
2097,2000248,11,2003,36,"48.862484410312135, 2.3759803601162854"
2098,2000252,14,2003,45,"48.833470680374695, 2.3198051303591423"
2099,2000263,19,2003,76,"48.89397955995955, 2.3824850273278644"
2100,2000276,15,2003,44,"48.843916789662345, 2.295560164215728"
2101,2000334,2,2004,6,"48.86951771038834, 2.3490610775541874"
2102,2000346,2,2004,6,"48.868774360141224, 2.3535452603096014"
2103,2000365,19,2004,165,"48.88761148977728, 2.379009768992234"
2104,2000366,20,2004,2,"48.85490751026756, 2.403491105279805"
2105,2000372,13,2004,4,"48.82442263961949, 2.3465534085741875"
2106,2000401,19,2004,51,"48.89189380976362, 2.381852358413551"
2107,2000416,7,2004,6,"48.84620982043454, 2.314347468315377"
2108,2000418,11,2004,82,"48.86088754035106, 2.3843648282726946"
2109,2000421,18,2004,7,"48.887072419912755, 2.3554144744263343"
2110,2000446,19,2004,50,"48.88646906027404, 2.387561364578524"
2111,2000447,10,2004,2,"48.87324474020135, 2.357056834340971"
2112,2000460,20,2005,20,"48.85035351963051, 2.4050222586216896"
2113,2000477,17,2005,40,"48.8845991601571, 2.325256790377986"
2114,2000482,2,2005,2,"48.86979212040118, 2.349354091564963"
2116,2000561,15,2005,13,"48.8437696499684, 2.2802681694286697"
2117,2000579,10,2005,17,"48.8724087496206, 2.366541165406787"
2118,2000605,17,2006,277,"48.893188470070484, 2.302262182409422"
2119,2000618,2,2006,15,"48.86926458002729, 2.3537445942741124"
2120,2000626,12,2006,3,"48.844539639867556, 2.390028322320798"
2121,2000634,4,2006,15,"48.852168809712076, 2.366369569215165"
2122,2000728,18,2006,8,"48.89268443983443, 2.351937965675891"
2124,2000752,11,2006,46,"48.86903893023401, 2.3772310272368036"
2125,2000777,11,2007,6,"48.859394190024446, 2.3702260925232053"
2126,2000828,18,2007,28,"48.89046764025345, 2.3630673844512042"
2127,2000829,3,2007,2,"48.85904181030823, 2.359390434574127"
2129,2000876,13,2007,1,"48.82745797978903, 2.371876010652033"
2130,2000884,17,2007,29,"48.88880203033209, 2.3203691926361314"
2131,2000915,12,2007,23,"48.843264970006125, 2.4051955934609586"
2133,2000939,18,2007,22,"48.89580693986073, 2.347114226551144"
2134,2000973,20,2007,5,"48.85749009984334, 2.401620393308889"
2135,2000991,2,2007,11,"48.864834090210834, 2.3483318094472434"
2136,2002662,15,2007,1,"48.83817415017393, 2.305364044090512"
2137,2002666,16,2007,3,"48.836253130000784, 2.2599547010490304"
2138,2001038,19,2008,18,"48.89092969959822, 2.3818982832353073"
2139,2001043,20,2008,9,"48.86664731984994, 2.4058552404340614"
2140,2001046,9,2008,71,"48.880899749595564, 2.3314211524948303"
2141,2001074,11,2008,26,"48.86153623014506, 2.3747183764405966"
2142,2001075,12,2008,12,"48.835583700387815, 2.405857034482873"
2143,2001159,1,2008,12,"48.860472559895726, 2.347032423979994"
2145,2001168,1,2008,5,"48.86196319971961, 2.348674617219699"
2146,2001197,4,2008,15,"48.86055872971095, 2.349718617228968"
2147,2001207,4,2008,5,"48.86045998029243, 2.350965898619889"
2148,2001213,18,2008,25,"48.89385567989485, 2.332823631624526"
2149,2001217,17,2008,2,"48.88746645971919, 2.2975601223159545"
2151,2001440,17,2009,50,"48.888505190286516, 2.3144484350734906"
2154,2001592,11,2010,1,"48.861242460422176, 2.376604378425302"
2156,2001604,18,2010,36,"48.899421410438336, 2.3300325271913294"
2158,2001670,15,2010,1,"48.83244092031592, 2.3020121863952707"
2159,2001708,18,2010,80,"48.89396862011451, 2.3528976836460913"
2160,2001723,3,2010,8,"48.86880158994149, 2.3544259650972665"
2161,2001745,9,2010,20,"48.87583294004852, 2.3463686354856796"
2162,2001747,20,2010,42,"48.86712047981027, 2.403885101410223"
2163,2001749,10,2010,61,"48.87177617957877, 2.3553842674397814"
2164,2001757,18,2010,46,"48.88460913030737, 2.362272229364204"
2165,2001856,8,2011,35,"48.87810039982775, 2.322435372417591"
2166,2001860,1,2011,50,"48.86331293032678, 2.3422138411341993"
2167,2001882,17,2011,46,"48.89090517008558, 2.3169859996144213"
2168,2001927,13,2011,24,"48.82477744005341, 2.3675491193336446"
2169,2001941,18,2011,7,"48.88416347028324, 2.3526246545784426"
2170,2001978,18,2011,16,"48.883939600446595, 2.3380687390173134"
2171,2001993,15,2011,2,"48.84820656017613, 2.2864106193725284"
2173,2002084,16,2012,1,"48.840517640207, 2.2560111020824993"
2174,2002102,5,2012,1,"48.84348286023962, 2.3511907712847573"
2175,2002120,9,2012,1,"48.87959696024833, 2.346161165659855"
2177,2002130,17,2012,3,"48.890181229771706, 2.301120701601076"
2178,2002168,13,2012,20,"48.82342757010854, 2.349411738221391"
2179,2002193,15,2012,9,"48.84334903983213, 2.2811365295154062"
2180,2002204,15,2012,8,"48.840020590355046, 2.284930974136903"
2181,2002252,1,2013,8,"48.86634026037985, 2.3378782061304237"
2182,2002265,15,2013,24,"48.84130114997019, 2.283327503674603"
2183,2002267,16,2013,6,"48.8511871897906, 2.276229596541329"
2184,2002279,14,2013,189,"48.81695733963692, 2.333018762556649"
2185,2002283,17,2013,14,"48.89644429964506, 2.324349879170849"
2186,2002298,18,2013,12,"48.88953802032735, 2.3470671310812583"
2187,2002310,5,2013,32,"48.84826218985479, 2.3534912142156292"
2188,2002314,9,2013,29,"48.87558896956598, 2.329878799579554"
2191,2002361,18,2013,14,"48.889954989948855, 2.3482514811851414"
2192,2002384,13,2013,138,"48.83189712956178, 2.3634854181634553"
2193,2002391,15,2013,7,"48.830880459972256, 2.302323783435782"
2194,2002395,17,2013,54,"48.89270093987676, 2.318069039412622"
2195,2002422,15,2013,16,"48.84562463972783, 2.302719127319022"
2196,2002446,17,2013,11,"48.8914743304003, 2.316996413413033"
2197,2002474,20,2014,20,"48.857731799835754, 2.3926921846344826"
2198,2002495,12,2014,9,"48.84552071967279, 2.4060609685808196"
2199,2002503,16,2014,1,"48.841057409700156, 2.255241696574785"
2200,2002533,2,2014,17,"48.86664541971205, 2.3525283742582515"
2201,2002538,3,2014,58,"48.86102087993788, 2.3577789405005443"
2203,2002547,11,2014,33,"48.868091449707, 2.379096260592232"
2205,2002562,16,2014,295,"48.84956825993784, 2.275641161450308"
2206,2002564,17,2014,138,"48.886582870337506, 2.2925685723313944"
2207,2002576,19,2014,32,"48.87708490039549, 2.3773517712654315"
2208,2002585,19,2014,30,"48.898457989872234, 2.3714783025328896"
2209,2002687,10,2015,1,"48.87280363979673, 2.3585895783330755"
2210,2002740,20,2015,4,"48.8635403596288, 2.387979766206034"
2211,2002772,10,2015,2,"48.87930096030031, 2.3546426701240577"
2212,2002802,4,2015,7,"48.84794417972124, 2.364145835276975"
2213,2002817,10,2015,55,"48.871702930069034, 2.3538266932100385"
2214,2002888,15,2016,3,"48.834420870256864, 2.2961358784832075"
2215,2002895,3,2016,57,"48.85736470022947, 2.3663144770874593"
2216,2002938,15,2016,104,"48.83602020001913, 2.289541360344806"
2217,2002959,18,2016,41,"48.89284706990135, 2.3371142522830137"
2218,2002964,20,2016,20,"48.85055179978993, 2.3995488985073266"
2220,2002979,9,2016,13,"48.87903561997153, 2.341246957314861"
2221,2002983,11,2016,5,"48.85990521043384, 2.374966201642527"
2222,2003042,5,2016,2,"48.84137025964162, 2.3393726304810567"
2223,2003044,13,2016,1,"48.835704489716896, 2.3529285415674894"
2225,2003082,14,2017,220,"48.81696125005467, 2.334574799287111"
2227,2003167,18,2017,10,"48.89359659019199, 2.3404638490151224"
2229,2003186,13,2017,2,"48.82977677963916, 2.3589501963376116"
2231,2003220,6,2017,1,"48.85649171971973, 2.3372096030781386"
2232,2003257,19,2017,1,"48.87633745963769, 2.3824180610894605"
2233,2003279,9,2018,1,"48.87427347962763, 2.335847033362736"
2234,2003360,12,2018,1,"48.83539774014119, 2.39823617718455"
2235,2003371,5,2018,37,"48.839727879946054, 2.3546930335051552"
2236,2003397,12,2018,17,"48.83776985992656, 2.3921401453648"
2237,2003403,14,2018,6,"48.83105025989516, 2.3345618632385476"
2238,2003406,15,2018,14,"48.83603071007474, 2.2922563081477976"
2239,2003438,20,2018,1,"48.85593401009067, 2.397647875619809"
2240,2003493,18,2019,55,"48.88413995032346, 2.3340551654338935"
2242,2003527,11,2019,14,"48.854798239796544, 2.3815260585480336"
2245,2003758,11,2019,1,"48.85067767955478, 2.3792092444731114"
2246,2003759,11,2019,4,"48.864714980407314, 2.382678568670217"
2247,2003761,10,2019,1,"48.87206400959595, 2.3508190576212113"
2248,2003762,16,2019,2,"48.85420474986791, 2.2692662435580457"
2249,2003585,19,2020,2,"48.88270815041003, 2.379824494138947"
2250,2003591,10,2020,35,"48.875840950231165, 2.355558304293582"
2251,2003682,16,2020,61,"48.85180070039509, 2.277340089516578"
2254,2003724,19,2020,55,"48.87917841958715, 2.3754462164432995"
2255,2003769,20,2020,5,"48.86499981038197, 2.3934299250383786"
2256,2003770,20,2021,1,"48.86774612018834, 2.4074030442826015"
2257,2003776,20,2021,14,"48.8625590398105, 2.4007844125668187"
2258,2003782,11,2021,20,"48.85684453957596, 2.3854871083178026"
2259,2003822,20,2021,8,"48.86753023028173, 2.3927290650687802"
2260,2003854,15,2021,17,"48.842034210406965, 2.2920931514132494"
2261,CPE33,20,2021,17,"48.86368393031699, 2.4054920316497923"
2263,2003966,13,2022,1,"48.82241605967372, 2.362688013422228"
2264,2004004,18,2022,11,"48.8872229798039, 2.3513556440084487"
2265,2004036,12,2022,10,"48.84247142997959, 2.3988188164872755"
2266,2004047,11,2022,1,"48.86072730040161, 2.3872494853427764"
2267,CPE64,18,2022,62,"48.89724037979807, 2.336392068264092"
2268,CPE67,18,2022,9,"48.897689090364025, 2.340884890649137"
2269,CPE73,12,2022,65,"48.841723560282205, 2.390807582467844"
2270,2004074,16,2023,22,"48.85839878023146, 2.283285891516872"
2272,2004108,12,2023,20,"48.836945949908035, 2.407692410119408"
2274,2004134,18,2023,7,"48.88863193038653, 2.3516884844514783"
2275,2004136,15,2023,1,"48.83753972038896, 2.3060461014478943"
2276,2004140,11,2023,11,"48.857871790037, 2.379319194522805"
2277,2004146,15,2023,15,"48.834572760000064, 2.3011165196779215"
2278,2004148,19,2023,12,"48.877446810383475, 2.4013170444026395"
2279,2004152,2,2023,4,"48.86853111030901, 2.348254410281852"
2281,2004167,3,2023,11,"48.863016350127715, 2.3519400574852685"
2282,2004173,1,2023,6,"48.861794519932154, 2.349278370441171"
2283,2004184,11,2023,3,"48.86735184025038, 2.3763922371821287"
2286,2004099,20,2024,5,"48.862590970362255, 2.4111859305390397"
2287,2004192,16,2024,1,"48.83815484003172, 2.2628713416560395"
2288,2004210,20,2024,43,"48.86081629958437, 2.4060837211609947"
2289,2004220,15,2024,25,"48.84081258991427, 2.296533720377516"
2290,2004234,15,2024,9,"48.830149240433244, 2.304467488313637"
2291,2004235,13,2024,25,"48.833688280010065, 2.3488213700370637"
2292,2004258,19,2024,12,"48.88727367962138, 2.375457387368397"
2293,2004260,14,2024,10,"48.824677330171525, 2.339193865345831"
2294,2004267,11,2024,19,"48.86064169029901, 2.3794711455519257"
2295,2000014,8,2001,52,"48.880086069955425, 2.321376921494401"
2297,2000029,20,2001,86,"48.87473642957035, 2.397790229541138"
2299,2000059,20,2001,3,"48.862556559566876, 2.4007654015866966"
2300,2000093,11,2002,20,"48.8581079397792, 2.3824294804106696"
2301,2000096,16,2002,23,"48.8561442796728, 2.284814216382296"
2302,2000099,13,2002,46,"48.83021816023536, 2.349095519321726"
2303,2000100,11,2002,78,"48.864543740433916, 2.3838346140965383"
2304,2000105,11,2002,12,"48.859316050427466, 2.3687726575845534"
2305,2000147,18,2002,24,"48.89463903036073, 2.328804922323937"
2306,2000151,16,2002,1,"48.839311069772315, 2.2640485044582856"
2307,2000158,18,2002,6,"48.89739917002233, 2.3340631336231117"
2308,2000182,15,2002,48,"48.843270820293405, 2.315386014514726"
2309,2000239,19,2003,94,"48.88756519036457, 2.367255273336818"
2310,2000310,19,2004,11,"48.88514411966112, 2.381149052334555"
2311,2000317,17,2004,2,"48.8885571796989, 2.3159523864083233"
2312,2000353,9,2004,24,"48.87950157012378, 2.3349743073651825"
2313,2000374,20,2004,13,"48.85717172013891, 2.3954400099924724"
2314,2000425,19,2004,105,"48.88950017040228, 2.3701169064052223"
2315,2000429,18,2004,19,"48.89435471972249, 2.338638563057491"
2316,2000452,7,2005,10,"48.85044115038244, 2.3193982362139383"
2317,2000468,15,2005,30,"48.83639427004478, 2.300188750624035"
2318,2000503,11,2005,6,"48.85495335970259, 2.386668790030459"
2319,2000527,19,2005,2,"48.87691035042542, 2.40476588231297"
2321,2000566,10,2005,43,"48.879001900442475, 2.3544818130890643"
2322,2000571,20,2005,19,"48.863916280307876, 2.3877060373755974"
2324,2000751,2,2006,22,"48.86896023994559, 2.347261838443081"
2326,2000767,12,2007,32,"48.84652724974555, 2.40626606627324"
2327,2000780,8,2007,6,"48.87909581038675, 2.3175146742483648"
2328,2000791,11,2007,12,"48.859429310147256, 2.3824629224883376"
2329,2000825,18,2007,3,"48.89732893996033, 2.345301439341249"
2330,2000879,15,2007,64,"48.843769720056954, 2.2779027991539835"
2331,2000947,13,2007,10,"48.82471571981635, 2.3701007431190546"
2332,2000955,11,2007,24,"48.852482430444354, 2.3789840986505113"
2334,2000996,18,2007,5,"48.89292707041566, 2.3504516991041804"
2335,2002670,17,2007,1,"48.888265770293, 2.296831637301982"
2337,2001047,10,2008,4,"48.87401196034268, 2.3711613056375356"
2338,2001049,10,2008,8,"48.87353795037561, 2.3706185303085965"
2339,2001052,12,2008,23,"48.839619359682715, 2.3886128701807463"
2340,2001058,13,2008,48,"48.82327807004203, 2.3639737614674057"
2341,2001062,18,2008,4,"48.89544255983034, 2.328431411107041"
2342,2001063,18,2008,7,"48.85575918982003, 2.2941953336729073"
2343,2001066,17,2008,6,"48.88947583976798, 2.3004385350506737"
2344,2001083,18,2008,3,"48.88628796975252, 2.341270469435585"
2345,2001165,1,2008,10,"48.86258867024305, 2.348383833982338"
2346,2001184,3,2008,11,"48.85847077966709, 2.3636132446545437"
2348,2001299,14,2009,15,"48.830605230338676, 2.3406631933738002"
2350,2001382,20,2009,22,"48.8750692302918, 2.397985863253147"
2351,2001385,17,2009,3,"48.88869541001465, 2.299790099496081"
2353,2001424,18,2009,19,"48.887053929858865, 2.3461558336024253"
2354,2001434,15,2009,6,"48.832262349780095, 2.3068667113418098"
2355,2001439,13,2009,30,"48.833570929817846, 2.3602761234529765"
2356,2001448,4,2009,56,"48.857831749579475, 2.3558920173133884"
2357,2001450,20,2009,11,"48.85431635999227, 2.4001832276262323"
2358,2001454,9,2009,19,"48.88070473964719, 2.3377672052614824"
2359,2001473,19,2009,17,"48.88391632965685, 2.3739293404687576"
2360,2001524,17,2009,1,"48.893518789827, 2.317722724157805"
2361,2001561,10,2010,21,"48.87607728990829, 2.3717311406674004"
2362,2001574,2,2010,5,"48.87014022966163, 2.335226869274703"
2364,2001631,11,2010,3,"48.85639532011088, 2.381153382037368"
2365,2001636,20,2010,87,"48.869791639631416, 2.393619821173363"
2366,2001651,16,2010,1,"48.83672485973702, 2.2602756573159213"
2367,2001674,1,2010,14,"48.862514350188384, 2.349602667630183"
2368,2001682,17,2010,100,"48.889324609686305, 2.3091384965151787"
2372,2001761,19,2010,36,"48.885132919695536, 2.365762103558596"
2373,2001766,20,2010,30,"48.85581309958218, 2.402295878340019"
2374,2001771,16,2010,1,"48.82692323989915, 2.3542488944391966"
2375,2001782,18,2010,2,"48.89017025041513, 2.3546214346062855"
2376,2001783,18,2010,3,"48.89053190975761, 2.3282693755324066"
2378,2001804,11,2010,20,"48.86207121965981, 2.3823966604766325"
2380,2001830,17,2011,21,"48.88433442967454, 2.3247411020962643"
2381,2001838,18,2011,52,"48.88592404003741, 2.3522948015118184"
2382,2001915,17,2011,1,"48.886579590055554, 2.2925502366144053"
2383,2001922,1,2011,8,"48.86047103985857, 2.343193677251169"
2384,2001979,18,2011,26,"48.89150381024317, 2.3379858722346505"
2385,2001988,11,2011,26,"48.852410990160244, 2.390718845330732"
2389,2002111,10,2012,11,"48.88276491016595, 2.3505004542474968"
2391,2002152,20,2012,11,"48.86862057012204, 2.3993558345614576"
2392,2002180,13,2012,375,"48.831590719785524, 2.360619041525569"
2393,2002197,20,2012,47,"48.85514369022911, 2.4070402661771997"
2394,2002219,12,2012,8,"48.8376816997429, 2.3905774485453604"
2395,2002240,18,2012,1,"48.894987489891314, 2.344850927439902"
2398,2002302,17,2013,10,"48.88259121981024, 2.3023176263398524"
2400,2002414,10,2013,30,"48.87674580994394, 2.366749217387008"
2401,2002440,20,2013,5,"48.85314773995983, 2.4091326734615492"
2404,2002504,16,2014,1,"48.83968020031301, 2.255583881600853"
2407,2002651,18,2014,1,"48.88704106011482, 2.3532791573614458"
2408,2002688,10,2015,1,"48.875204949735455, 2.369821089519712"
2409,2002714,10,2015,14,"48.870356059757455, 2.371946591486942"
2411,2002755,20,2015,8,"48.86419861001976, 2.4079238835578245"
2413,2002788,15,2015,11,"48.838837820157835, 2.2900659973621713"
2415,2002840,17,2015,12,"48.88922507032727, 2.2933631553216838"
2416,2002855,20,2015,6,"48.86617187964337, 2.3951158853348287"
2417,2002881,7,2016,1,"48.85257780024398, 2.2989467854960357"
2418,2002883,15,2016,1,"48.83548812002678, 2.2947127991698357"
2419,2002921,13,2016,210,"48.82591698985675, 2.3824671245972295"
2420,2002925,12,2016,12,"48.83372189023566, 2.4018602393455977"
2421,2002955,16,2016,10,"48.85714333998163, 2.2777541563867643"
2423,2002975,3,2016,30,"48.86487517005574, 2.3632686505105793"
2424,2002985,12,2016,2,"48.8454291899405, 2.3686035363827767"
2425,2002999,18,2016,12,"48.88306955971418, 2.3362384514369254"
2426,2003047,14,2016,23,"48.82699279037381, 2.31412785059304"
2427,2003063,13,2017,6,"48.82225009988175, 2.3661842796005725"
2429,2003073,4,2017,16,"48.86081320004047, 2.3536628419733328"
2431,2003084,11,2017,64,"48.86635836983906, 2.3813628302435905"
2432,2003092,20,2017,1,"48.86444701006701, 2.407630659435884"
2433,2003124,19,2017,44,"48.88798062995184, 2.3906657345202404"
2434,2003133,10,2017,2,"48.87385082968566, 2.362297132496711"
2436,2003149,17,2017,20,"48.88741791011556, 2.3133952660852093"
2437,2003163,18,2017,6,"48.89348048014752, 2.3637620385597593"
2438,2003172,15,2017,9,"48.84258485980027, 2.280422757507926"
2442,2003296,19,2018,14,"48.87752770968455, 2.40428748805345"
2443,2003309,8,2018,52,"48.880290540240864, 2.3191869226242865"
2444,2003314,11,2018,1,"48.86814750008387, 2.3752659934779867"
2445,2003315,11,2018,36,"48.855906809951286, 2.378983449438179"
2446,2003336,19,2018,5,"48.8914726096654, 2.3809909400606735"
2447,2003355,2,2018,19,"48.864615970236116, 2.3468305034078774"
2448,2003385,17,2018,1,"48.88815834012251, 2.2973022915431502"
2449,2003404,14,2018,16,"48.83104168001389, 2.3411378033738157"
2450,2003425,6,2018,42,"48.84581784007072, 2.3224088426626097"
2451,2003454,13,2018,53,"48.82626776027174, 2.35833623566532"
2452,2003490,13,2019,2,"48.833592449757596, 2.348576162492951"
2455,2003540,11,2019,5,"48.85453386990613, 2.3824911804658866"
2458,2003558,14,2019,8,"48.83482874985881, 2.3207314335888722"
2459,2003668,20,2019,14,"48.86742308962995, 2.402817930475722"
2460,2003676,20,2019,1332,"48.85733338016079, 2.410238774102589"
2461,2003705,20,2019,30,"48.86641282983177, 2.405523772031457"
2462,2003707,15,2019,25,"48.839657140101984, 2.2840291483737816"
2463,2003243,10,2020,1,"48.87565656955417, 2.3701447824790396"
2464,2003460,13,2020,1,"48.823061209829866, 2.3775106810527404"
2466,2003826,12,2021,23,"48.836330820084896, 2.3939934103657246"
2468,CPE48,8,2021,25,"48.87677321969288, 2.323144308385612"
2469,CPE49,15,2021,51,"48.85167170016695, 2.291218198482865"
2471,CPE76,18,2022,46,"48.89117034987507, 2.3430712670441807"
