,id,arrondissement,annee_financement,nombre_logement,geo_point_2d
3842,2001989,12,2011,8,"48.83510807967749, 2.3923715495345883"
3843,2002017,19,2011,12,"48.89079725018829, 2.3758769283491077"
3844,2002035,19,2011,6,"48.87289104002614, 2.37932621112228"
3846,2002055,10,2012,3,"48.88093513031615, 2.3596409745034643"
3847,2002077,9,2012,12,"48.87656675967506, 2.3478821456629144"
3848,2002097,14,2012,1,"48.83069449984736, 2.310214321428182"
3849,2002106,20,2012,9,"48.85972969981649, 2.403392926255225"
3851,2002186,20,2012,1,"48.872495209856446, 2.402243973458762"
3852,2002190,12,2012,21,"48.83908462971083, 2.3928074371026713"
3853,2002237,13,2012,1,"48.83637234041232, 2.3536361660132576"
3854,2002286,20,2013,24,"48.864021150390016, 2.400040165406352"
3855,2002320,11,2013,16,"48.85126023966678, 2.379943332388521"
3856,2002321,11,2013,49,"48.85807707991244, 2.3749578201880723"
3857,2002324,11,2013,1,"48.868088640306155, 2.379077217064983"
3859,2002357,17,2013,1,"48.887634009646455, 2.2969643559825066"
3861,2002419,17,2013,111,"48.894319020102664, 2.3177118405323505"
3862,2002437,19,2013,73,"48.885998650060834, 2.3685127064314613"
3863,2002483,1,2014,11,"48.86424428017184, 2.336023597507687"
3864,2002512,20,2014,61,"48.85662638022165, 2.4011810093459744"
3865,2002528,20,2014,1,"48.85039468989584, 2.408168733409571"
3866,2002542,5,2014,89,"48.84971227030341, 2.348066956456038"
3869,2002649,10,2014,1,"48.8692448300967, 2.362931802040043"
3870,2002675,13,2015,3,"48.82179751980172, 2.3519337423931104"
3873,2002765,14,2015,18,"48.82563797993826, 2.3258885786488226"
3874,2002766,14,2015,7,"48.82468492016299, 2.3267045966546003"
3875,2002815,10,2015,14,"48.88335651977797, 2.3593348595867143"
3876,2002821,11,2015,55,"48.85248891980675, 2.3802283835464944"
3877,2002831,14,2015,1,"48.83018043030905, 2.312589838524538"
3878,2002867,19,2015,9,"48.892528530102645, 2.381035559614376"
3880,2002917,20,2016,25,"48.853062719587825, 2.406645651609045"
3881,2002935,17,2016,19,"48.88940340990573, 2.3219855403593823"
3882,2002936,19,2016,1,"48.891770029998284, 2.382075550040739"
3884,2002941,10,2016,28,"48.87194356972331, 2.3624669715648112"
3885,2002947,12,2016,3,"48.8363775102808, 2.400598882006707"
3886,2003039,3,2016,1,"48.85958442037579, 2.3641770665111275"
3888,2003059,18,2017,9,"48.893651850113585, 2.335481015335345"
3889,2003090,13,2017,6,"48.82752663959383, 2.369515132339581"
3891,2003155,11,2017,38,"48.86318776020001, 2.368884983659781"
3893,2003185,15,2017,114,"48.8258569697393, 2.299991472181645"
3894,2003202,15,2017,55,"48.84346856019436, 2.2869657415860667"
3895,2003234,17,2017,19,"48.88148051987553, 2.2863763395321626"
3897,2003267,19,2018,93,"48.8796030899047, 2.3966517114247408"
3898,2003294,18,2018,1,"48.89538090966586, 2.3470830685305426"
3900,2003333,18,2018,75,"48.88920201028823, 2.351531971541117"
3902,2003365,11,2018,16,"48.858622130046705, 2.3773352983885663"
3903,2003368,19,2018,3,"48.891296179668636, 2.3738202426190864"
3904,2003405,15,2018,27,"48.84114313986231, 2.3013811502300676"
3905,2003411,18,2018,11,"48.88709311041619, 2.3608450215773034"
3906,2003418,19,2018,2,"48.884147730363836, 2.3971145691957263"
3910,2003517,19,2019,4,"48.875971729827995, 2.3821005182703328"
3912,2003556,14,2019,68,"48.82241017013727, 2.3301240914120247"
3913,2003569,20,2019,1,"48.86848737986497, 2.389500790360899"
3917,2003763,17,2019,2,"48.88675298989444, 2.3188190882314603"
3918,2003592,18,2020,10,"48.89301705007382, 2.3491314394102303"
3920,2003647,18,2020,6,"48.88874091994479, 2.353504737431146"
3922,2003715,17,2020,41,"48.88324995981678, 2.3157238753262326"
3925,2003768,16,2020,22,"48.847611219861015, 2.2682876775482805"
3926,2003771,15,2021,90,"48.836007679991475, 2.287963855593757"
3927,2003835,17,2021,19,"48.890354719879, 2.321717832089586"
3928,2003839,18,2021,12,"48.88965766030342, 2.343051811065025"
3929,CPE24,11,2021,29,"48.8573312102104, 2.3705836241744973"
3930,CPE46,11,2021,16,"48.8575013703706, 2.390489810565775"
3931,2003963,18,2022,1,"48.89285502988912, 2.350402393412319"
3932,2003972,3,2022,8,"48.864492850350885, 2.356835678999113"
3933,2004019,14,2022,14,"48.82457204002979, 2.3279805404787566"
3934,2004024,15,2022,23,"48.838488610317896, 2.300949881520517"
3935,2004029,19,2022,16,"48.88552341991167, 2.381557030470491"
3936,2004042,3,2022,3,"48.86067160989208, 2.3644620442866082"
3938,2004063,5,2022,33,"48.8386003004359, 2.3533978600533305"
3939,CPE57,11,2022,9,"48.86037842043831, 2.387160998263236"
3940,CPE70,20,2022,15,"48.85247949998445, 2.4043581415513224"
3941,2004068,6,2023,48,"48.84607421016604, 2.3286236653704435"
3942,2004166,18,2023,16,"48.88446124960997, 2.33202035752839"
3947,2004202,15,2024,3,"48.829989439752815, 2.3038118901497033"
3948,2004222,17,2024,12,"48.89354707983802, 2.327278525321393"
3949,2004245,3,2024,10,"48.8616804102892, 2.361657027250428"
3950,2004266,10,2024,9,"48.87116788015453, 2.352523104459317"
3951,2004269,15,2024,33,"48.83903570976294, 2.2781174540388207"
3952,2000025,12,2001,18,"48.849788729771504, 2.3809650610733772"
3954,2000036,14,2001,64,"48.83394293997084, 2.337571937558535"
3955,2000051,12,2001,24,"48.835062580248774, 2.3995341265587298"
3956,2000054,13,2001,103,"48.82162424013799, 2.360860060404793"
3958,2000057,18,2001,16,"48.89506455008156, 2.3395800621835945"
3959,2000058,6,2001,5,"48.85344278997235, 2.340742187411379"
3960,2000072,19,2001,21,"48.893817540359684, 2.383031962541432"
3961,2000091,2,2002,30,"48.86538958024873, 2.344977236044624"
3962,2000136,10,2002,9,"48.871823480229445, 2.3523683166229516"
3963,2000184,2,2002,11,"48.86930803023366, 2.3478657975003268"
3964,2000188,10,2002,48,"48.8755560700534, 2.3499753771881604"
3965,2000191,13,2002,30,"48.826810959961875, 2.368909013578564"
3966,2000199,13,2003,29,"48.82066963001863, 2.3610196945560973"
3968,2000213,9,2003,22,"48.87284936000583, 2.3477985003439437"
3969,2000229,9,2003,9,"48.88045620965961, 2.3438086453695024"
3970,2000265,10,2003,45,"48.873254260284696, 2.3562291684299503"
3971,2000271,19,2003,4,"48.88355172022986, 2.3921527423788236"
3973,2000306,2,2004,27,"48.86828749009585, 2.343657348378822"
3974,2000311,18,2004,42,"48.88573030987025, 2.3290688001040674"
3975,2000322,10,2004,16,"48.87453169019521, 2.364920757360553"
3976,2000337,9,2004,4,"48.873435879755405, 2.3446710370110573"
3977,2000340,13,2004,5,"48.82198960000156, 2.353916188373782"
3978,2000384,10,2004,26,"48.87894749964974, 2.356043467314265"
3979,2000405,14,2004,4,"48.831518310192266, 2.316222590485115"
3980,2000413,13,2004,76,"48.82938225966569, 2.382932962427729"
3982,2000490,12,2005,5,"48.845440579643494, 2.4041383521302575"
3983,2000494,17,2005,18,"48.884395750160685, 2.3259867490822663"
3984,2000502,15,2005,17,"48.83783170000355, 2.2927391153292995"
3985,2000505,10,2005,3,"48.87669614987004, 2.353879478611973"
3986,2000518,3,2005,21,"48.86615106993801, 2.353395967157569"
3987,2000520,18,2005,25,"48.8951346902126, 2.3493775764365648"
3988,2000550,18,2005,18,"48.88769323004713, 2.3504702113607063"
3989,2000608,18,2006,10,"48.89302466964979, 2.3501479281608235"
3990,2000611,15,2006,16,"48.834642490319865, 2.2894301941079562"
3991,2000622,12,2006,1,"48.847647819776974, 2.375712295429275"
3992,2000633,6,2006,15,"48.85268863992348, 2.3346328642975775"
3993,2000641,14,2006,206,"48.83133250962289, 2.3129090582111655"
3994,2000647,12,2006,6,"48.84476864027744, 2.3912695610849655"
3995,2000653,20,2006,2,"48.871612400154454, 2.403643106532028"
3996,2000663,19,2006,166,"48.893239530213016, 2.3797242600156565"
3997,2000691,18,2006,12,"48.88727813030329, 2.3548659994217096"
3998,2000707,5,2006,14,"48.84042111983089, 2.3453957655804794"
4001,2000840,12,2007,12,"48.8394010604361, 2.4024782655190062"
4002,2000845,4,2007,3,"48.858011610108534, 2.35498864044376"
4003,2000850,19,2007,9,"48.888733860128774, 2.372798331564329"
4004,2000871,20,2007,9,"48.86805737009896, 2.387469264380685"
4006,2000953,20,2007,5,"48.85730625004755, 2.401920265531175"
4007,2001015,19,2007,8,"48.88482937030116, 2.3674866951687505"
4008,2002664,15,2007,7,"48.842399690197404, 2.295448763544428"
4009,2001021,19,2008,29,"48.88273676024266, 2.392604646628638"
4010,2001051,17,2008,9,"48.88527157971558, 2.3264385612164777"
4011,2001053,11,2008,9,"48.85347252959012, 2.3801700081488852"
4012,2001095,11,2008,10,"48.85013846027874, 2.3899157014943735"
4013,2001102,18,2008,84,"48.90026317018411, 2.3359113301178867"
4016,2001171,1,2008,10,"48.86150063980456, 2.344283752481186"
4017,2001183,3,2008,8,"48.859041099835366, 2.3602106385892383"
4018,2001199,4,2008,7,"48.85852261991659, 2.351854802185454"
4019,2001282,18,2008,7,"48.89496465955616, 2.3389128935937133"
4020,2001283,10,2008,7,"48.87678255005974, 2.353250315649159"
4022,2001324,19,2009,27,"48.889727119827675, 2.368383843510626"
4023,2001335,16,2009,1,"48.843182809602844, 2.255208160491813"
4026,2001412,20,2009,8,"48.85554454010258, 2.405391191528413"
4027,2001510,13,2009,164,"48.834432030405665, 2.3658612056447974"
4028,2001528,13,2009,35,"48.830037280159196, 2.3414734474549914"
4029,2001529,13,2009,21,"48.82949142021967, 2.34152582739984"
4030,2001543,19,2009,2,"48.87556454965518, 2.398491039254073"
4031,2001544,18,2009,1,"48.88405405033383, 2.3511019984739936"
4032,2001633,10,2010,90,"48.869369189830415, 2.3688754305554687"
4033,2001637,3,2010,15,"48.86739153033549, 2.3565565565056414"
4034,2001644,13,2010,2,"48.824837599653854, 2.3700514214506656"
4035,2001647,18,2010,7,"48.89795263972101, 2.3357825874155766"
4037,2001669,20,2010,1,"48.855280110157665, 2.411036064449348"
4039,2001681,9,2010,19,"48.88091916037404, 2.3451705411213797"
4041,2001694,14,2010,8,"48.8377887501712, 2.3359489605818897"
4042,2001779,18,2010,1,"48.89576096038779, 2.347540956536859"
4043,2001805,11,2010,12,"48.85528303978607, 2.38777734264371"
4044,2001818,18,2010,4,"48.887026549842645, 2.353184490332944"
4045,2001863,3,2011,28,"48.86247789032272, 2.355025104111652"
4047,2001875,20,2011,64,"48.86590979019168, 2.389576091405162"
4048,2001889,14,2011,11,"48.822810059807615, 2.328281083393695"
4049,2001906,16,2011,38,"48.8616276403099, 2.275798434321788"
4050,2001907,17,2011,146,"48.89338532960098, 2.3137396785099864"
4052,2001952,3,2011,11,"48.85920367984818, 2.3670795273373852"
4054,2002019,19,2011,4,"48.901575150043605, 2.3799225513208873"
4055,2002033,18,2011,3,"48.89216823026344, 2.3595846380631587"
4056,2002043,16,2012,37,"48.84150811005536, 2.266794594250289"
4057,2002052,18,2012,12,"48.887182599569584, 2.3555398761615036"
4059,2002093,9,2012,6,"48.871932119986255, 2.3413811863311107"
4060,2002115,13,2012,1,"48.829681079871364, 2.347044184677514"
4061,2002134,18,2012,15,"48.894387539911975, 2.3459722415018534"
4062,2002136,12,2012,36,"48.849314910101945, 2.3780275785489"
4063,2002206,13,2012,12,"48.83351626968732, 2.355630314146117"
4065,2002236,5,2012,1,"48.847660300008684, 2.3524669953573607"
4067,2002285,9,2013,18,"48.88097306964246, 2.342355549656353"
4068,2002293,20,2013,9,"48.872697760128204, 2.396941558316985"
4069,2002308,1,2013,96,"48.859476679945, 2.342030689315348"
4072,2002349,16,2013,1,"48.849444240373124, 2.2695671792881336"
4073,2002351,16,2013,34,"48.865226529767355, 2.28489160648075"
4074,2002363,19,2013,20,"48.89229987963875, 2.38117104839344"
4076,2002430,15,2013,24,"48.846179950438156, 2.2885590506414415"
4079,2002513,2,2014,1,"48.86520294031659, 2.349463224318071"
4080,2002521,11,2014,1,"48.84974742022133, 2.394833021579136"
4081,2002548,11,2014,85,"48.86121759019744, 2.387952217159676"
4082,2002556,15,2014,53,"48.850044880073625, 2.296413325339673"
4083,2002599,10,2014,21,"48.88194312999796, 2.3674332263365963"
4086,2002628,19,2014,1,"48.893784499642805, 2.3736583991048112"
4088,2002653,20,2014,1,"48.86046486972116, 2.4006008823100746"
4090,2002693,10,2015,1,"48.877280620196835, 2.361844841642062"
4091,2002704,17,2015,1,"48.89239201957592, 2.3184007014379575"
4092,2002708,20,2015,30,"48.87136303031883, 2.3812674270576464"
4093,2002715,11,2015,6,"48.85524408998059, 2.3810434394725384"
4096,2002735,17,2015,3,"48.89288045042923, 2.3179720632152923"
4097,2002746,20,2015,4,"48.861248660075525, 2.4062578283593767"
4098,2002764,11,2015,25,"48.86191416971825, 2.3750251376591875"
4099,2002784,14,2015,8,"48.84275173035873, 2.3245214234542"
4100,2002800,19,2015,2,"48.877313269731694, 2.3739482455632266"
4101,2002805,19,2015,13,"48.88732437041316, 2.367287326276937"
4103,2002828,14,2015,142,"48.83643356044988, 2.3177144744612135"
4104,2002882,14,2016,1,"48.8272369401424, 2.3287066463807276"
4107,2002924,12,2016,22,"48.840214159640155, 2.388112300981435"
4108,2002950,12,2016,20,"48.835117150444916, 2.3955582293567814"
4112,2003065,14,2017,24,"48.83078313975461, 2.3167849574564903"
4114,2003078,17,2017,16,"48.893950710376494, 2.326965761368558"
4115,2003120,13,2017,106,"48.826059919726376, 2.3530727355042926"
4121,2003229,6,2017,2,"48.85469785969005, 2.3337796095719674"
4123,2003268,18,2018,268,"48.89170308000415, 2.3650731946104098"
4124,2003295,18,2018,1,"48.88622674998628, 2.346624492579045"
4125,2003307,2,2018,1,"48.86890368024803, 2.343949091338595"
